,uid,uid,pv,uid
www/changping_yangfang/,,,2.0,2.0
www/chaoyang/,415.0,405.0,691.0,673.0
www/chaoyang/a/,24.0,24.0,58.0,57.0
www/chaoyang/a/o/,1.0,1.0,19.0,19.0
www/chaoyang/ab/,,,11.0,11.0
www/chaoyang/ab/o/,,,5.0,5.0
www/chaoyang/abd/,,,3.0,3.0
www/chaoyang/abd/o/,,,3.0,3.0
www/chaoyang/abdt/,1.0,1.0,2.0,2.0
www/chaoyang/abdt/o/,,,1.0,1.0
www/chaoyang/abdtp/,,,1.0,1.0
www/chaoyang/abdzx/,,,1.0,1.0
www/chaoyang/abdzxi/,,,1.0,1.0
www/chaoyang/abi/,,,1.0,1.0
www/chaoyang/abt/,,,1.0,1.0
www/chaoyang/abt/o/,,,3.0,3.0
www/chaoyang/abtzx/,,,1.0,1.0
www/chaoyang/abtzxi-/,,,1.0,1.0
www/chaoyang/abzx/,,,2.0,2.0
www/chaoyang/acu/,,,4.0,4.0
www/chaoyang/acul/,,,1.0,1.0
www/chaoyang/acut/,,,1.0,1.0
www/chaoyang/ad/,,,7.0,7.0
www/chaoyang/ad/o/,,,1.0,1.0
www/chaoyang/adfg/,,,1.0,1.0
www/chaoyang/adi/,,,1.0,1.0
www/chaoyang/adl/o/,1.0,1.0,,
www/chaoyang/afg/,,,1.0,1.0
www/chaoyang/al/o/,,,1.0,1.0
www/chaoyang/alfg/,,,1.0,1.0
www/chaoyang/ap/,,,1.0,1.0
www/chaoyang/at/,,,3.0,3.0
www/chaoyang/atfgmn/o/,,,1.0,1.0
www/chaoyang/atmn/,,,1.0,1.0
www/chaoyang/au/,2.0,2.0,22.0,22.0
www/chaoyang/au/o/,,,17.0,14.0
www/chaoyang/aul/,,,1.0,1.0
www/chaoyang/aut/,1.0,1.0,2.0,2.0
www/chaoyang/azx/,,,1.0,1.0
www/chaoyang/azxfgmn/,,,1.0,1.0
www/chaoyang/b/,2.0,1.0,31.0,31.0
www/chaoyang/b/o/,,,20.0,19.0
www/chaoyang/bcu/,,,2.0,2.0
www/chaoyang/bd/,2.0,2.0,16.0,15.0
www/chaoyang/bd/o/,1.0,1.0,12.0,12.0
www/chaoyang/bdl/,,,1.0,1.0
www/chaoyang/bdt/,1.0,1.0,1.0,1.0
www/chaoyang/bdt/o/,1.0,1.0,2.0,2.0
www/chaoyang/bdtl/,,,1.0,1.0
www/chaoyang/bdzx/,2.0,2.0,2.0,2.0
www/chaoyang/bdzxi/,,,1.0,1.0
www/chaoyang/bi/o/,,,1.0,1.0
www/chaoyang/bl/,,,2.0,2.0
www/chaoyang/bl/o/,,,1.0,1.0
www/chaoyang/bmn/o/,,,1.0,1.0
www/chaoyang/bpi/,,,1.0,1.0
www/chaoyang/bt/,,,2.0,2.0
www/chaoyang/bti/,,,1.0,1.0
www/chaoyang/buhk/,,,1.0,1.0
www/chaoyang/bzx/,1.0,1.0,3.0,3.0
www/chaoyang/cu/,,,2.0,2.0
www/chaoyang/d/,4.0,4.0,26.0,26.0
www/chaoyang/d/o/,,,12.0,11.0
www/chaoyang/dfg/,,,1.0,1.0
www/chaoyang/dlfg/,,,1.0,1.0
www/chaoyang/dp/,,,1.0,1.0
www/chaoyang/dti/o/,,,1.0,1.0
www/chaoyang/dtl/,,,1.0,1.0
www/chaoyang/dtzx/,,,1.0,1.0
www/chaoyang/dzx/,1.0,1.0,1.0,1.0
www/chaoyang/dzx/o/,,,1.0,1.0
www/chaoyang/fg/,,,10.0,10.0
www/chaoyang/fg/o/,,,2.0,2.0
www/chaoyang/fgmn/,,,2.0,2.0
www/chaoyang/fgmn/o/,,,1.0,1.0
www/chaoyang/fgp/o/,,,1.0,1.0
www/chaoyang/i/,,,2.0,2.0
www/chaoyang/l/,2.0,2.0,2.0,2.0
www/chaoyang/l/o/,,,4.0,4.0
www/chaoyang/mn/o/,,,1.0,1.0
www/chaoyang/o/,3.0,2.0,71.0,70.0
www/chaoyang/ofg/,,,1.0,1.0
www/chaoyang/p/,,,1.0,1.0
www/chaoyang/p/o/,,,2.0,2.0
www/chaoyang/s/,5.0,5.0,4.0,4.0
www/chaoyang/subway/,,,38.0,38.0
www/chaoyang/subway/o/,,,5.0,5.0
www/chaoyang/subway_/,1.0,1.0,26.0,26.0
www/chaoyang/subway_/o/,,,12.0,12.0
www/chaoyang/subway_a/,,,7.0,7.0
www/chaoyang/subway_ab/,10.0,1.0,1.0,1.0
www/chaoyang/subway_ab/o/,,,1.0,1.0
www/chaoyang/subway_acu/,,,1.0,1.0
www/chaoyang/subway_ad/,,,1.0,1.0
www/chaoyang/subway_adzx/,,,1.0,1.0
www/chaoyang/subway_au/,,,4.0,4.0
www/chaoyang/subway_azx/,,,1.0,1.0
www/chaoyang/subway_b/,,,5.0,5.0
www/chaoyang/subway_bi/,,,1.0,1.0
www/chaoyang/subway_d/,,,1.0,1.0
www/chaoyang/subway_di/,,,1.0,1.0
www/chaoyang/subway_dl/,,,1.0,1.0
www/chaoyang/subway_fgmn/,,,1.0,1.0
www/chaoyang/subway_lfgmni/,,,1.0,1.0
www/chaoyang/subway_t/,,,1.0,1.0
www/chaoyang/subwaya/,,,5.0,5.0
www/chaoyang/subwayab/,,,1.0,1.0
www/chaoyang/subwayabdi/,,,1.0,1.0
www/chaoyang/subwayabdzx/,,,1.0,1.0
www/chaoyang/subwayac/,,,1.0,1.0
www/chaoyang/subwayau/,,,4.0,4.0
www/chaoyang/subwayaut/o/,,,1.0,1.0
www/chaoyang/subwayb/,,,7.0,7.0
www/chaoyang/subwayb/o/,,,3.0,3.0
www/chaoyang/subwaybdi/,,,1.0,1.0
www/chaoyang/subwaydfg/,,,1.0,1.0
www/chaoyang/subwaydzxlfg/,1.0,1.0,,
www/chaoyang/subwayfgmn/,,,2.0,1.0
www/chaoyang/subwaymn/o/,,,1.0,1.0
www/chaoyang/subwayuhk/o/,,,1.0,1.0
www/chaoyang/subwayzx/,,,2.0,2.0
www/chaoyang/t/,,,7.0,7.0
www/chaoyang/t/o/,,,2.0,2.0
www/chaoyang/tli/o/,,,1.0,1.0
www/chaoyang/tp/,,,1.0,1.0
www/chaoyang/tzxi-/,,,1.0,1.0
www/chaoyang/u/,,,1.0,1.0
www/chaoyang/uhk/o/,,,1.0,1.0
www/chaoyang/ut/o/,,,1.0,1.0
www/chaoyang/zx/,,,9.0,9.0
www/chaoyang/zx/o/,,,1.0,1.0
www/chaoyang/zxfgmn/,,,1.0,1.0
www/chaoyang_CBD/,54.0,49.0,43.0,43.0
www/chaoyang_CBD/a/,,,1.0,1.0
www/chaoyang_CBD/b/,1.0,1.0,,
www/chaoyang_CBD/l/,1.0,1.0,1.0,1.0
www/chaoyang_CBD/o/,,,3.0,3.0
www/chaoyang_CBD/p/,,,1.0,1.0
www/chaoyang_CBD/subway/,,,1.0,1.0
www/chaoyang_CBD/t/,1.0,1.0,9.0,9.0
www/chaoyang_CBD/t/o/,,,1.0,1.0
www/chaoyang_anhuiqiao/,3.0,3.0,2.0,2.0
www/chaoyang_anzhen/,4.0,4.0,6.0,6.0
www/chaoyang_anzhen/d/,1.0,1.0,,
www/chaoyang_anzhensq/,3.0,3.0,5.0,5.0
www/chaoyang_anzhensq/a/,,,1.0,1.0
www/chaoyang_anzhensq/abdt/,,,1.0,1.0
www/chaoyang_anzhensq/abt/,,,1.0,1.0
www/chaoyang_anzhensq/ad/,,,1.0,1.0
www/chaoyang_anzhensq/au/,,,1.0,1.0
www/chaoyang_anzhensq/b/,,,1.0,1.0
www/chaoyang_anzhensq/bd/,,,1.0,1.0
www/chaoyang_anzhensq/bi/,,,1.0,1.0
www/chaoyang_anzhensq/bmn/,,,1.0,1.0
www/chaoyang_aoyuncun/,3.0,3.0,2.0,2.0
www/chaoyang_baiziwan/,6.0,6.0,6.0,6.0
www/chaoyang_baiziwansq/,5.0,5.0,14.0,14.0
www/chaoyang_baiziwansq/a/,,,1.0,1.0
www/chaoyang_baiziwansq/abd/,,,2.0,2.0
www/chaoyang_baiziwansq/abt/,,,1.0,1.0
www/chaoyang_baiziwansq/abzxi/,,,1.0,1.0
www/chaoyang_baiziwansq/b/,,,2.0,2.0
www/chaoyang_baiziwansq/d/,,,1.0,1.0
www/chaoyang_baiziwansq/o/,,,3.0,3.0
www/chaoyang_baiziwansq/subway/,1.0,1.0,,
www/chaoyang_baiziwansq/zx/,,,1.0,1.0
www/chaoyang_balizhuang/,13.0,6.0,13.0,8.0
www/chaoyang_beigongda/,1.0,1.0,2.0,2.0
www/chaoyang_beishatan/,2.0,2.0,2.0,2.0
www/chaoyang_beishatan/d/,,,1.0,1.0
www/chaoyang_beiyuansq/,13.0,13.0,26.0,25.0
www/chaoyang_beiyuansq/a/,,,1.0,1.0
www/chaoyang_beiyuansq/ab/,,,2.0,2.0
www/chaoyang_beiyuansq/ad/,,,2.0,2.0
www/chaoyang_beiyuansq/afg/,,,1.0,1.0
www/chaoyang_beiyuansq/au/,,,2.0,2.0
www/chaoyang_beiyuansq/b/,,,3.0,3.0
www/chaoyang_beiyuansq/bd/,,,1.0,1.0
www/chaoyang_beiyuansq/l/,,,1.0,1.0
www/chaoyang_beiyuansq/subway/,,,2.0,2.0
www/chaoyang_beiyuansq/subway_/,,,1.0,1.0
www/chaoyang_beiyuansq/subway_b/,,,1.0,1.0
www/chaoyang_beiyuansq/subwaya/,,,2.0,2.0
www/chaoyang_beiyuansq/subwayfgmn/,,,1.0,1.0
www/chaoyang_beiyuansq/subwayi/,,,1.0,1.0
www/chaoyang_beiyuansq/tfg/,,,1.0,1.0
www/chaoyang_cbdgmsq/,220.0,219.0,224.0,222.0
www/chaoyang_cbdgmsq/a/,,,3.0,3.0
www/chaoyang_cbdgmsq/a/o/,,,2.0,2.0
www/chaoyang_cbdgmsq/ab/o/,,,1.0,1.0
www/chaoyang_cbdgmsq/abdtl/,1.0,1.0,,
www/chaoyang_cbdgmsq/abdtzx/,,,1.0,1.0
www/chaoyang_cbdgmsq/acufg/,,,1.0,1.0
www/chaoyang_cbdgmsq/ad/,,,2.0,2.0
www/chaoyang_cbdgmsq/ad/o/,,,1.0,1.0
www/chaoyang_cbdgmsq/at/,,,1.0,1.0
www/chaoyang_cbdgmsq/au/,,,2.0,2.0
www/chaoyang_cbdgmsq/au/o/,,,5.0,5.0
www/chaoyang_cbdgmsq/azx/,,,1.0,1.0
www/chaoyang_cbdgmsq/b/,,,3.0,3.0
www/chaoyang_cbdgmsq/b/o/,,,3.0,3.0
www/chaoyang_cbdgmsq/bd/,,,2.0,2.0
www/chaoyang_cbdgmsq/buzx/,,,1.0,1.0
www/chaoyang_cbdgmsq/bzx/o/,,,1.0,1.0
www/chaoyang_cbdgmsq/d/,4.0,4.0,11.0,11.0
www/chaoyang_cbdgmsq/dfg/,,,1.0,1.0
www/chaoyang_cbdgmsq/dt/,,,1.0,1.0
www/chaoyang_cbdgmsq/dt/o/,,,1.0,1.0
www/chaoyang_cbdgmsq/fg/,,,1.0,1.0
www/chaoyang_cbdgmsq/l/,,,3.0,3.0
www/chaoyang_cbdgmsq/l/o/,,,3.0,3.0
www/chaoyang_cbdgmsq/o/,,,52.0,45.0
www/chaoyang_cbdgmsq/subway/,1.0,1.0,2.0,2.0
www/chaoyang_cbdgmsq/subway/o/,,,1.0,1.0
www/chaoyang_cbdgmsq/subway_/,,,2.0,2.0
www/chaoyang_cbdgmsq/subway_ab/,,,1.0,1.0
www/chaoyang_cbdgmsq/subway_bd/,,,1.0,1.0
www/chaoyang_cbdgmsq/subway_bt/,,,1.0,1.0
www/chaoyang_cbdgmsq/subwayal/,1.0,1.0,,
www/chaoyang_cbdgmsq/subwayi-/,,,1.0,1.0
www/chaoyang_cbdgmsq/tl/o/,,,1.0,1.0
www/chaoyang_cbdgmsq/uhk/,,,1.0,1.0
www/chaoyang_cbdgmsq/zx/,1.0,1.0,2.0,2.0
www/chaoyang_changying/,2.0,2.0,2.0,2.0
www/chaoyang_changyingsq/,10.0,10.0,15.0,15.0
www/chaoyang_changyingsq/a/,,,2.0,2.0
www/chaoyang_changyingsq/au/,,,1.0,1.0
www/chaoyang_changyingsq/b/,,,1.0,1.0
www/chaoyang_changyingsq/bdzx/,,,1.0,1.0
www/chaoyang_changyingsq/d/,,,1.0,1.0
www/chaoyang_changyingsq/i/,,,1.0,1.0
www/chaoyang_changyingsq/l/,,,1.0,1.0
www/chaoyang_changyingsq/subway_/,,,1.0,1.0
www/chaoyang_changyingsq/subwaybd/,,,1.0,1.0
www/chaoyang_changyingsq/t/,,,1.0,1.0
www/chaoyang_changyingsq/ui/,1.0,1.0,,
www/chaoyang_chaoqingbankuai/,4.0,4.0,1.0,1.0
www/chaoyang_chaoqingbankuaisq/,3.0,3.0,15.0,15.0
www/chaoyang_chaoqingbankuaisq/a/,,,2.0,2.0
www/chaoyang_chaoqingbankuaisq/au/,1.0,1.0,,
www/chaoyang_chaoqingbankuaisq/b/,,,1.0,1.0
www/chaoyang_chaoqingbankuaisq/bd/,,,1.0,1.0
www/chaoyang_chaoqingbankuaisq/d/,,,1.0,1.0
www/chaoyang_chaoqingbankuaisq/subway/,,,1.0,1.0
www/chaoyang_chaoqingbankuaisq/subway_au/,1.0,1.0,,
www/chaoyang_chaoqingbankuaisq/zx/,,,1.0,1.0
www/chaoyang_chaowai/,7.0,7.0,9.0,9.0
www/chaoyang_chaowaidajiesq/,1.0,1.0,8.0,8.0
www/chaoyang_chaowaidajiesq/a/,1.0,1.0,1.0,1.0
www/chaoyang_chaowaidajiesq/ab/,,,1.0,1.0
www/chaoyang_chaowaidajiesq/au/,,,2.0,2.0
www/chaoyang_chaowaidajiesq/l/,,,2.0,2.0
www/chaoyang_chaowaidajiesq/subway_ab/,,,1.0,1.0
www/chaoyang_chaowaidajiesq/subway_b/,,,1.0,1.0
www/chaoyang_chaowaidajiesq/subway_d/,,,1.0,1.0
www/chaoyang_chaowaidajiesq/subwaydzx/,,,1.0,1.0
www/chaoyang_chaoyangbeiyuan/,20.0,20.0,45.0,45.0
www/chaoyang_chaoyanggongyuan/,8.0,8.0,2.0,2.0
www/chaoyang_chaoyanggongyuansq/,,,2.0,2.0
www/chaoyang_chaoyangqita/,7.0,7.0,,
www/chaoyang_chaoyangshilipu/,1.0,1.0,4.0,4.0
www/chaoyang_chaoyangshilipu/subway_d/,,,1.0,1.0
www/chaoyang_chaoyangxiaoying/,2.0,2.0,2.0,2.0
www/chaoyang_cysshsq/,11.0,10.0,18.0,18.0
www/chaoyang_cysshsq/a/,,,1.0,1.0
www/chaoyang_cysshsq/a/o/,,,1.0,1.0
www/chaoyang_cysshsq/ab/,,,1.0,1.0
www/chaoyang_cysshsq/abd/,,,1.0,1.0
www/chaoyang_cysshsq/acu/,,,1.0,1.0
www/chaoyang_cysshsq/au/,,,2.0,2.0
www/chaoyang_cysshsq/b/,,,4.0,4.0
www/chaoyang_cysshsq/bd/,,,2.0,2.0
www/chaoyang_cysshsq/d/,,,1.0,1.0
www/chaoyang_cysshsq/o/,1.0,1.0,5.0,5.0
www/chaoyang_cysshsq/subway/,,,1.0,1.0
www/chaoyang_cysshsq/subway_a/,,,1.0,1.0
www/chaoyang_dashanzi/,2.0,2.0,4.0,4.0
www/chaoyang_dashanzi/subway/,1.0,1.0,,
www/chaoyang_datun/,2.0,2.0,6.0,6.0
www/chaoyang_datun/a/,,,1.0,1.0
www/chaoyang_datun/subway_a/,,,1.0,1.0
www/chaoyang_dawanglusq/,10.0,10.0,21.0,21.0
www/chaoyang_dawanglusq/a/,,,1.0,1.0
www/chaoyang_dawanglusq/abdti/,,,1.0,1.0
www/chaoyang_dawanglusq/abzx/,,,1.0,1.0
www/chaoyang_dawanglusq/au/,,,2.0,2.0
www/chaoyang_dawanglusq/bd/,,,1.0,1.0
www/chaoyang_dawanglusq/bzx/,,,1.0,1.0
www/chaoyang_dawanglusq/d/,,,2.0,2.0
www/chaoyang_dawanglusq/l/,,,1.0,1.0
www/chaoyang_dawanglusq/o/,,,2.0,2.0
www/chaoyang_dawanglusq/subway/,,,1.0,1.0
www/chaoyang_dawanglusq/subway_/,,,1.0,1.0
www/chaoyang_dawanglusq/subway_au/,,,1.0,1.0
www/chaoyang_dingfuzhuang/,1.0,1.0,1.0,1.0
www/chaoyang_dongba/,1.0,1.0,1.0,1.0
www/chaoyang_dongba/subwaybdzx/,,,1.0,1.0
www/chaoyang_dongdaqiao/,2.0,2.0,2.0,2.0
www/chaoyang_dongdaqiao/subway/,,,1.0,1.0
www/chaoyang_dougezhuang/,2.0,2.0,3.0,3.0
www/chaoyang_fatou/,,,4.0,4.0
www/chaoyang_fatou/subwaya/,1.0,1.0,,
www/chaoyang_ganluyuan/,2.0,2.0,1.0,1.0
www/chaoyang_gaobeidian/,10.0,10.0,7.0,7.0
www/chaoyang_gaobeidian/au/,,,1.0,1.0
www/chaoyang_gaobeidian/cu/,,,1.0,1.0
www/chaoyang_gaobeidian/subway/,,,1.0,1.0
www/chaoyang_gaobeidianchanyeyuansq/,2.0,2.0,21.0,21.0
www/chaoyang_gaobeidianchanyeyuansq/a/,,,7.0,7.0
www/chaoyang_gaobeidianchanyeyuansq/au/,,,2.0,2.0
www/chaoyang_gaobeidianchanyeyuansq/b/,,,1.0,1.0
www/chaoyang_gaobeidianchanyeyuansq/bd/,,,1.0,1.0
www/chaoyang_gaobeidianchanyeyuansq/bdp/,,,1.0,1.0
www/chaoyang_gaobeidianchanyeyuansq/d/,,,3.0,3.0
www/chaoyang_gaobeidianchanyeyuansq/o/,,,5.0,5.0
www/chaoyang_gaobeidianchanyeyuansq/subway_abl/,1.0,1.0,,
www/chaoyang_gaobeidianchanyeyuansq/subway_auzx/,,,1.0,1.0
www/chaoyang_gaobeidiansq/,4.0,4.0,3.0,3.0
www/chaoyang_gongti/,5.0,5.0,4.0,4.0
www/chaoyang_guanzhuang/,3.0,3.0,4.0,4.0
www/chaoyang_guomao/,53.0,52.0,36.0,36.0
www/chaoyang_guomao/ab/,,,1.0,1.0
www/chaoyang_guomao/o/,1.0,1.0,1.0,1.0
www/chaoyang_guomao/subway/,1.0,1.0,,
www/chaoyang_guomaosq/,5.0,5.0,10.0,10.0
www/chaoyang_guomaosq/o/,,,1.0,1.0
www/chaoyang_guomeidiyicheng/,1.0,1.0,5.0,5.0
www/chaoyang_guozhan/,,,1.0,1.0
www/chaoyang_hepingjie/,8.0,8.0,3.0,3.0
www/chaoyang_hepingjie/ab/,,,1.0,1.0
www/chaoyang_hongjunyingnanlu/,,,5.0,5.0
www/chaoyang_hongmiao/,2.0,2.0,2.0,2.0
www/chaoyang_huafangyicheng/,1.0,1.0,2.0,2.0
www/chaoyang_huajiadi/subway/,1.0,1.0,,
www/chaoyang_huanlegu/,,,3.0,3.0
www/chaoyang_huaweiqiao/,,,1.0,1.0
www/chaoyang_huixinli/,1.0,1.0,,
www/chaoyang_huixinxijie/,14.0,14.0,13.0,13.0
www/chaoyang_huixinxijie/fg/,,,1.0,1.0
www/chaoyang_huixinxijie/p/,,,1.0,1.0
www/chaoyang_hujialou/,12.0,11.0,7.0,7.0
www/chaoyang_hujialou/b/,,,1.0,1.0
www/chaoyang_jianwaidajie/,5.0,5.0,8.0,8.0
www/chaoyang_jianwaidajie/subway/,,,1.0,1.0
www/chaoyang_jianxiangqiao/,,,1.0,1.0
www/chaoyang_jingsong/,6.0,6.0,7.0,7.0
www/chaoyang_jiuxianqiao/,18.0,18.0,35.0,34.0
www/chaoyang_jiuxianqiao/b/,,,2.0,2.0
www/chaoyang_jiuxianqiao/b/o/,,,1.0,1.0
www/chaoyang_jiuxianqiao/o/,,,1.0,1.0
www/chaoyang_jiuxianqiao/subway/,,,1.0,1.0
www/chaoyang_jiuxianqiaosq/,2.0,2.0,25.0,25.0
www/chaoyang_jiuxianqiaosq/a/,3.0,3.0,2.0,2.0
www/chaoyang_jiuxianqiaosq/a/o/,,,1.0,1.0
www/chaoyang_jiuxianqiaosq/ab/,,,3.0,3.0
www/chaoyang_jiuxianqiaosq/au/,,,1.0,1.0
www/chaoyang_jiuxianqiaosq/b/,,,2.0,2.0
www/chaoyang_jiuxianqiaosq/d/,,,3.0,3.0
www/chaoyang_jiuxianqiaosq/l/,1.0,1.0,,
www/chaoyang_jiuxianqiaosq/l/o/,,,2.0,2.0
www/chaoyang_jiuxianqiaosq/o/,,,13.0,12.0
www/chaoyang_jiuxianqiaosq/subway/,,,2.0,2.0
www/chaoyang_jiuxianqiaosq/u/,,,1.0,1.0
www/chaoyang_laiguangying/,5.0,5.0,6.0,6.0
www/chaoyang_laiguangying/subway/,,,1.0,1.0
www/chaoyang_laiguangyingsq/,5.0,5.0,12.0,12.0
www/chaoyang_laiguangyingsq/al/,,,1.0,1.0
www/chaoyang_laiguangyingsq/au/,,,1.0,1.0
www/chaoyang_laiguangyingsq/b/,,,3.0,3.0
www/chaoyang_laiguangyingsq/bdt/,,,1.0,1.0
www/chaoyang_laiguangyingsq/bi/,,,1.0,1.0
www/chaoyang_laiguangyingsq/bzx/,,,1.0,1.0
www/chaoyang_laiguangyingsq/l/,,,2.0,2.0
www/chaoyang_laiguangyingsq/o/,,,6.0,6.0
www/chaoyang_laiguangyingsq/p/,,,1.0,1.0
www/chaoyang_laiguangyingsq/subway_acu/,1.0,1.0,,
www/chaoyang_laiguangyingsq/subwayazx/,,,1.0,1.0
www/chaoyang_laiguangyingsq/subwayb/,,,1.0,1.0
www/chaoyang_laiguangyingsq/subwayzxl/,1.0,1.0,,
www/chaoyang_laiguangyingsq/t/,,,1.0,1.0
www/chaoyang_liufang/,2.0,2.0,7.0,7.0
www/chaoyang_meiticun/,6.0,6.0,4.0,4.0
www/chaoyang_nanmofang/,1.0,1.0,6.0,6.0
www/chaoyang_nanmofang/fg/,,,1.0,1.0
www/chaoyang_nanshatan/,,,1.0,1.0
www/chaoyang_panjiayuan/,3.0,3.0,4.0,4.0
www/chaoyang_pjyslhsq/,5.0,4.0,5.0,5.0
www/chaoyang_pjyslhsq/ab/,,,1.0,1.0
www/chaoyang_pjyslhsq/abd/,,,1.0,1.0
www/chaoyang_pjyslhsq/ad/,,,2.0,2.0
www/chaoyang_pjyslhsq/b/,,,3.0,3.0
www/chaoyang_pjyslhsq/bd/,,,1.0,1.0
www/chaoyang_pjyslhsq/d/,,,1.0,1.0
www/chaoyang_pjyslhsq/fgmn/,,,1.0,1.0
www/chaoyang_pjyslhsq/zx/,,,1.0,1.0
www/chaoyang_sanlitun/,,,5.0,5.0
www/chaoyang_sanlitunsq/,5.0,5.0,17.0,17.0
www/chaoyang_sanlitunsq/a/,,,1.0,1.0
www/chaoyang_sanlitunsq/abd/,,,1.0,1.0
www/chaoyang_sanlitunsq/acu/,,,1.0,1.0
www/chaoyang_sanlitunsq/adzx/,,,1.0,1.0
www/chaoyang_sanlitunsq/b/,,,3.0,3.0
www/chaoyang_sanlitunsq/bzx/,,,1.0,1.0
www/chaoyang_sanlitunsq/subway_b/,,,1.0,1.0
www/chaoyang_sanyuanqiao/,16.0,16.0,18.0,18.0
www/chaoyang_sanyuanqiao/au/,,,1.0,1.0
www/chaoyang_sanyuanqiao/l/,,,1.0,1.0
www/chaoyang_sanyuanqiao/o/,2.0,2.0,,
www/chaoyang_sanyuanqiao/subway_/,,,1.0,1.0
www/chaoyang_sanyuanqiaosq/,8.0,8.0,37.0,37.0
www/chaoyang_sanyuanqiaosq/ab/,,,2.0,2.0
www/chaoyang_sanyuanqiaosq/adfg/,,,1.0,1.0
www/chaoyang_sanyuanqiaosq/au/,,,1.0,1.0
www/chaoyang_sanyuanqiaosq/b/,,,3.0,3.0
www/chaoyang_sanyuanqiaosq/b/o/,,,2.0,2.0
www/chaoyang_sanyuanqiaosq/bdt/,,,1.0,1.0
www/chaoyang_sanyuanqiaosq/fg/,,,1.0,1.0
www/chaoyang_sanyuanqiaosq/o/,,,4.0,4.0
www/chaoyang_sanyuanqiaosq/subway/,,,1.0,1.0
www/chaoyang_sanyuanqiaosq/subway_d/,,,1.0,1.0
www/chaoyang_sanyuanqiaosq/subwaybdzx/,1.0,1.0,,
www/chaoyang_sanyuanqiaosq/ufghk/,,,1.0,1.0
www/chaoyang_shaoyaoju/,5.0,5.0,5.0,5.0
www/chaoyang_shibalidian/,1.0,1.0,2.0,2.0
www/chaoyang_shifoying/,2.0,2.0,2.0,2.0
www/chaoyang_shilihe/,7.0,7.0,3.0,3.0
www/chaoyang_shilihesq/,1.0,1.0,1.0,1.0
www/chaoyang_shuangjing/,12.0,12.0,11.0,11.0
www/chaoyang_shuangjingsq/,1.0,1.0,3.0,3.0
www/chaoyang_shuangjingsq/subway_b/,,,1.0,1.0
www/chaoyang_shuangqiao/,6.0,6.0,4.0,4.0
www/chaoyang_shuangqiaosq/,7.0,7.0,10.0,10.0
www/chaoyang_shuangqiaosq/a/,,,1.0,1.0
www/chaoyang_shuangqiaosq/bd/,,,1.0,1.0
www/chaoyang_shuangqiaosq/subway/,,,1.0,1.0
www/chaoyang_shuangqiaosq/subway_/,,,1.0,1.0
www/chaoyang_shuangqiaosq/subwaya/,,,2.0,2.0
www/chaoyang_shuangqiaosq/t/,,,1.0,1.0
www/chaoyang_sihui/,29.0,29.0,13.0,13.0
www/chaoyang_sihuisq/,2.0,2.0,3.0,3.0
www/chaoyang_sihuisq/d/o/,,,1.0,1.0
www/chaoyang_sjjssq/,6.0,6.0,18.0,18.0
www/chaoyang_sjjssq/a/,,,1.0,1.0
www/chaoyang_sjjssq/abd/,,,1.0,1.0
www/chaoyang_sjjssq/abt/,,,1.0,1.0
www/chaoyang_sjjssq/at/,,,1.0,1.0
www/chaoyang_sjjssq/b/,,,2.0,2.0
www/chaoyang_sjjssq/d/,,,1.0,1.0
www/chaoyang_sjjssq/o/,2.0,1.0,3.0,3.0
www/chaoyang_sjjssq/subway/,1.0,1.0,,
www/chaoyang_sjjssq/subway_/,1.0,1.0,1.0,1.0
www/chaoyang_sjjssq/subway_abi/,,,1.0,1.0
www/chaoyang_sunhe/,,,2.0,2.0
www/chaoyang_taiyanggong/,4.0,4.0,2.0,2.0
www/chaoyang_taiyanggongsq/,5.0,4.0,2.0,2.0
www/chaoyang_taiyanggongsq/a/,,,3.0,3.0
www/chaoyang_taiyanggongsq/ab/,,,1.0,1.0
www/chaoyang_taiyanggongsq/b/,,,2.0,2.0
www/chaoyang_taiyanggongsq/subway_/,,,1.0,1.0
www/chaoyang_taiyanggongsq/subway_zx/,1.0,1.0,,
www/chaoyang_tianshuiyuan/,1.0,1.0,4.0,4.0
www/chaoyang_tuanjiehu/,11.0,11.0,2.0,2.0
www/chaoyang_tuanjiehu/l/,1.0,1.0,,
www/chaoyang_tuanjiehusq/,,,2.0,2.0
www/chaoyang_tuanjiehusq/subway_/,,,1.0,1.0
www/chaoyang_wangjing/,115.0,114.0,123.0,120.0
www/chaoyang_wangjing/a/,10.0,10.0,4.0,4.0
www/chaoyang_wangjing/ab/,,,1.0,1.0
www/chaoyang_wangjing/auzx/,,,1.0,1.0
www/chaoyang_wangjing/b/,10.0,10.0,14.0,14.0
www/chaoyang_wangjing/b/o/,,,1.0,1.0
www/chaoyang_wangjing/bt/,,,1.0,1.0
www/chaoyang_wangjing/du/,1.0,1.0,,
www/chaoyang_wangjing/i/,,,1.0,1.0
www/chaoyang_wangjing/l/,,,3.0,3.0
www/chaoyang_wangjing/o/,14.0,2.0,7.0,6.0
www/chaoyang_wangjing/ofgmn/,,,1.0,1.0
www/chaoyang_wangjing/subway/,,,1.0,1.0
www/chaoyang_wangjing/subway_/,1.0,1.0,,
www/chaoyang_wangjing/subway_azxfgi/,,,1.0,1.0
www/chaoyang_wangjing/subwayb/,,,1.0,1.0
www/chaoyang_wangjingsq/,237.0,235.0,216.0,214.0
